term,int_rate,installment,dti,home_ownership,purpose,verification_status,loan_status,term_num,int_rate_num,risk_flag
 36 months,0.1311,506.21,0.0058,RENT,major purchase,Source Verified,Fully Paid,36.0,0.1311,0
 36 months,0.1398,164.01,0.0947,RENT,major purchase,Source Verified,Fully Paid,36.0,0.1398,0
 36 months,0.1268,40.25,0.0548,RENT,major purchase,Source Verified,Fully Paid,36.0,0.1268,0
 36 months,0.1298,168.43,0.1365,RENT,major purchase,Source Verified,Fully Paid,36.0,0.1298,0
 36 months,0.1299,80.86,0.064,RENT,major purchase,Source Verified,Fully Paid,36.0,0.1299,0
 36 months,0.1323,74.38,0.048,RENT,major purchase,Source Verified,Fully Paid,36.0,0.1323,0
 36 months,0.1273,187.98,0.206,RENT,major purchase,Source Verified,Fully Paid,36.0,0.1273,0
 36 months,0.1435,72.14,0.2349,RENT,major purchase,Source Verified,Fully Paid,36.0,0.1435,0
 36 months,0.1527,90.48,0.0527,RENT,major purchase,Source Verified,Fully Paid,36.0,0.1527,0
 36 months,0.1299,134.76,0.018,RENT,major purchase,Source Verified,Fully Paid,36.0,0.1299,0
 36 months,0.1343,152.56,0.048,RENT,major purchase,Source Verified,Fully Paid,36.0,0.1343,0
 36 months,0.138,187.45,0.092,RENT,major purchase,Source Verified,Fully Paid,36.0,0.138,0
 36 months,0.1284,235.33,0.0852,RENT,major purchase,Source Verified,Fully Paid,36.0,0.1284,0
 36 months,0.138,122.7,0.1387,RENT,major purchase,Source Verified,Fully Paid,36.0,0.138,0
 36 months,0.1268,140.87,0.0444,RENT,major purchase,Source Verified,Fully Paid,36.0,0.1268,0
 36 months,0.1343,169.51,0.1212,RENT,major purchase,Source Verified,Fully Paid,36.0,0.1343,0
 36 months,0.138,170.41,0.027,RENT,major purchase,Source Verified,Fully Paid,36.0,0.138,0
 36 months,0.1306,40.47,0.2,RENT,major purchase,Source Verified,Fully Paid,36.0,0.1306,0
 36 months,0.1399,307.56,0.2263,RENT,major purchase,Source Verified,Fully Paid,36.0,0.1399,0
 36 months,0.1284,151.29,0.0195,RENT,major purchase,Source Verified,Fully Paid,36.0,0.1284,0
 36 months,0.1261,117.28,0.0558,RENT,major purchase,Source Verified,Fully Paid,36.0,0.1261,0
 36 months,0.1261,60.32,0.1328,RENT,major purchase,Source Verified,Fully Paid,36.0,0.1261,0
 36 months,0.1427,267.61,0.019,RENT,major purchase,Source Verified,Fully Paid,36.0,0.1427,0
 36 months,0.1349,169.66,0.1975,RENT,major purchase,Source Verified,Fully Paid,36.0,0.1349,0
 36 months,0.1343,135.61,0.0729,RENT,major purchase,Source Verified,Fully Paid,36.0,0.1343,0
 36 months,0.1523,215.63,0.1862,RENT,major purchase,Source Verified,Fully Paid,36.0,0.1523,0
 36 months,0.1348,508.87,0.1104,RENT,major purchase,Source Verified,Fully Paid,36.0,0.1348,0
 36 months,0.1496,34.65,0.1826,RENT,major purchase,Source Verified,Fully Paid,36.0,0.1496,0
 36 months,0.1727,291.67,0.0242,RENT,major purchase,Source Verified,Fully Paid,36.0,0.1727,0
 36 months,0.1602,351.67,0.0509,RENT,major purchase,Source Verified,Fully Paid,36.0,0.1602,0
 36 months,0.1562,48.96,0.0228,RENT,major purchase,Source Verified,Fully Paid,36.0,0.1562,0
 36 months,0.1491,199.94,0.1414,RENT,major purchase,Source Verified,Fully Paid,36.0,0.1491,0
 36 months,0.1649,88.5,0.0468,RENT,major purchase,Source Verified,Fully Paid,36.0,0.1649,0
 36 months,0.1521,173.85,0.0031,RENT,major purchase,Source Verified,Fully Paid,36.0,0.1521,0
 36 months,0.1446,137.61,0.2063,RENT,major purchase,Source Verified,Fully Paid,36.0,0.1446,0
 36 months,0.1632,353.16,0.1948,RENT,major purchase,Source Verified,Fully Paid,36.0,0.1632,0
 36 months,0.1558,262.13,0.1495,RENT,major purchase,Source Verified,Fully Paid,36.0,0.1558,0
 36 months,0.1537,174.24,0.1167,RENT,major purchase,Source Verified,Fully Paid,36.0,0.1537,0
 36 months,0.1442,171.92,0.135,RENT,major purchase,Source Verified,Fully Paid,36.0,0.1442,0
 36 months,0.1599,140.61,0.0198,RENT,major purchase,Source Verified,Fully Paid,36.0,0.1599,0
 36 months,0.1505,55.51,0.1415,RENT,major purchase,Source Verified,Fully Paid,36.0,0.1505,0
 36 months,0.1562,69.94,0.1805,RENT,major purchase,Source Verified,Fully Paid,36.0,0.1562,0
 36 months,0.1484,691.75,0.123,RENT,major purchase,Source Verified,Fully Paid,36.0,0.1484,0
 36 months,0.1491,415.46,0.1417,RENT,major purchase,Source Verified,Fully Paid,36.0,0.1491,0
 36 months,0.1537,375.47,0.0502,RENT,major purchase,Source Verified,Fully Paid,36.0,0.1537,0
 36 months,0.1459,68.93,0.0623,RENT,major purchase,Source Verified,Fully Paid,36.0,0.1459,0
 36 months,0.1411,273.84,0.1696,RENT,major purchase,Source Verified,Fully Paid,36.0,0.1411,0
 36 months,0.1484,276.7,0.0648,RENT,major purchase,Source Verified,Fully Paid,36.0,0.1484,0
 36 months,0.1632,565.05,0.1461,RENT,major purchase,Source Verified,Fully Paid,36.0,0.1632,0
 36 months,0.1751,179.54,0.0296,RENT,major purchase,Source Verified,Fully Paid,36.0,0.1751,0
 36 months,0.1669,56.8,0.199,RENT,major purchase,Source Verified,Fully Paid,36.0,0.1669,0
 36 months,0.1677,177.7,0.1231,RENT,major purchase,Source Verified,Fully Paid,36.0,0.1677,0
 36 months,0.164,106.07,0.025,RENT,major purchase,Source Verified,Fully Paid,36.0,0.164,0
 36 months,0.1695,213.77,0.1805,RENT,major purchase,Source Verified,Fully Paid,36.0,0.1695,0
 36 months,0.1879,146.2,0.0802,RENT,major purchase,Source Verified,Fully Paid,36.0,0.1879,0
 36 months,0.0849,214.63,0.0978,RENT,major purchase,Source Verified,Fully Paid,36.0,0.0849,0
 36 months,0.1299,202.14,0.1894,RENT,major purchase,Source Verified,Fully Paid,36.0,0.1299,0
 36 months,0.079,156.46,0.2654,MORTGAGE,major purchase,Source Verified,Fully Paid,36.0,0.079,0
 36 months,0.0729,310.1,0.0109,MORTGAGE,major purchase,Source Verified,Fully Paid,36.0,0.0729,0
 36 months,0.1149,65.95,0.1142,MORTGAGE,major purchase,Source Verified,Fully Paid,36.0,0.1149,0
 36 months,0.1059,227.82,0.0817,MORTGAGE,major purchase,Source Verified,Fully Paid,36.0,0.1059,0
 36 months,0.0751,217.77,0.1488,RENT,major purchase,Source Verified,Fully Paid,36.0,0.0751,0
 36 months,0.0729,31.01,0.0593,RENT,major purchase,Source Verified,Fully Paid,36.0,0.0729,0
 36 months,0.1065,91.21,0.2092,RENT,major purchase,Source Verified,Fully Paid,36.0,0.1065,0
 36 months,0.1223,116.64,0.102,RENT,major purchase,Source Verified,Fully Paid,36.0,0.1223,0
 36 months,0.1399,307.56,0.0851,RENT,major purchase,Source Verified,Fully Paid,36.0,0.1399,0
 36 months,0.1523,139.12,0.0135,RENT,major purchase,Source Verified,Fully Paid,36.0,0.1523,0
 36 months,0.138,40.9,0.2216,RENT,major purchase,Source Verified,Fully Paid,36.0,0.138,0
 36 months,0.1793,433.41,0.0253,RENT,major purchase,Source Verified,Fully Paid,36.0,0.1793,0
 36 months,0.0766,155.9,0.0875,MORTGAGE,major purchase,Verified,Charged Off,36.0,0.0766,1
 36 months,0.1114,393.65,0.1782,MORTGAGE,major purchase,Verified,Charged Off,36.0,0.1114,1
 36 months,0.1222,376.52,0.2276,MORTGAGE,major purchase,Verified,Charged Off,36.0,0.1222,1
 36 months,0.1533,174.15,0.0881,MORTGAGE,major purchase,Verified,Charged Off,36.0,0.1533,1
 36 months,0.0749,311.02,0.0982,OWN,major purchase,Verified,Charged Off,36.0,0.0749,1
 36 months,0.0729,130.25,0.0114,OWN,major purchase,Verified,Charged Off,36.0,0.0729,1
 36 months,0.0751,933.33,0.0108,OWN,major purchase,Verified,Charged Off,36.0,0.0751,1
 36 months,0.1186,157.46,0.2374,OWN,major purchase,Verified,Charged Off,36.0,0.1186,1
 36 months,0.1558,279.61,0.1838,OWN,major purchase,Verified,Charged Off,36.0,0.1558,1
 36 months,0.1459,124.08,0.0813,OWN,major purchase,Verified,Charged Off,36.0,0.1459,1
 36 months,0.1843,872.88,0.0709,OWN,major purchase,Verified,Charged Off,36.0,0.1843,1
 36 months,0.0788,156.41,0.0351,RENT,major purchase,Verified,Charged Off,36.0,0.0788,1
 36 months,0.0788,78.21,0.1862,RENT,major purchase,Verified,Charged Off,36.0,0.0788,1
 36 months,0.0849,268.29,0.2244,RENT,major purchase,Verified,Charged Off,36.0,0.0849,1
 36 months,0.1186,248.61,0.0312,RENT,major purchase,Verified,Charged Off,36.0,0.1186,1
 36 months,0.1218,599.4,0.139,RENT,major purchase,Verified,Charged Off,36.0,0.1218,1
 36 months,0.1149,402.25,0.2266,RENT,major purchase,Verified,Charged Off,36.0,0.1149,1
 36 months,0.1253,802.36,0.1246,RENT,major purchase,Verified,Charged Off,36.0,0.1253,1
 36 months,0.1051,260.06,0.1119,RENT,major purchase,Verified,Charged Off,36.0,0.1051,1
 36 months,0.1361,67.98,0.12,RENT,major purchase,Verified,Charged Off,36.0,0.1361,1
 36 months,0.1379,477.06,0.0671,RENT,major purchase,Verified,Charged Off,36.0,0.1379,1
 36 months,0.1311,843.63,0.0842,RENT,major purchase,Verified,Charged Off,36.0,0.1311,1
 36 months,0.1379,170.38,0.2407,RENT,major purchase,Verified,Charged Off,36.0,0.1379,1
 36 months,0.1689,159.31,0.09,RENT,major purchase,Verified,Charged Off,36.0,0.1689,1
 36 months,0.1537,871.16,0.2385,RENT,major purchase,Verified,Charged Off,36.0,0.1537,1
 36 months,0.1645,176.9,0.1351,RENT,major purchase,Verified,Charged Off,36.0,0.1645,1
 36 months,0.1942,368.69,0.1394,RENT,major purchase,Verified,Charged Off,36.0,0.1942,1
 36 months,0.1793,144.47,0.2314,RENT,major purchase,Verified,Charged Off,36.0,0.1793,1
 36 months,0.0749,124.41,0.2194,MORTGAGE,major purchase,Verified,Fully Paid,36.0,0.0749,0
 36 months,0.0542,105.56,0.0743,MORTGAGE,major purchase,Verified,Fully Paid,36.0,0.0542,0
 36 months,0.0542,301.6,0.0888,MORTGAGE,major purchase,Verified,Fully Paid,36.0,0.0542,0
 36 months,0.0542,301.6,0.1225,MORTGAGE,major purchase,Verified,Fully Paid,36.0,0.0542,0
 36 months,0.0639,91.8,0.0837,MORTGAGE,major purchase,Verified,Fully Paid,36.0,0.0639,0
 36 months,0.0542,241.28,0.1544,MORTGAGE,major purchase,Verified,Fully Paid,36.0,0.0542,0
 36 months,0.0542,301.6,0.1699,MORTGAGE,major purchase,Verified,Fully Paid,36.0,0.0542,0
 36 months,0.0599,365.01,0.1121,MORTGAGE,major purchase,Verified,Fully Paid,36.0,0.0599,0
 36 months,0.0699,154.37,0.2341,MORTGAGE,major purchase,Verified,Fully Paid,36.0,0.0699,0
 36 months,0.0617,378.96,0.0416,MORTGAGE,major purchase,Verified,Fully Paid,36.0,0.0617,0
 36 months,0.0692,370.09,0.0274,MORTGAGE,major purchase,Verified,Fully Paid,36.0,0.0692,0
 36 months,0.0714,185.65,0.1315,MORTGAGE,major purchase,Verified,Fully Paid,36.0,0.0714,0
 36 months,0.0714,185.64,0.0749,MORTGAGE,major purchase,Verified,Fully Paid,36.0,0.0714,0
 36 months,0.0774,312.19,0.0911,MORTGAGE,major purchase,Verified,Fully Paid,36.0,0.0774,0
 36 months,0.0749,139.96,0.0401,MORTGAGE,major purchase,Verified,Fully Paid,36.0,0.0749,0
 36 months,0.0654,368.01,0.0213,MORTGAGE,major purchase,Verified,Fully Paid,36.0,0.0654,0
 36 months,0.079,312.91,0.1039,MORTGAGE,major purchase,Verified,Fully Paid,36.0,0.079,0
 36 months,0.0788,312.82,0.1044,MORTGAGE,major purchase,Verified,Fully Paid,36.0,0.0788,0
 36 months,0.0788,469.22,0.1849,MORTGAGE,major purchase,Verified,Fully Paid,36.0,0.0788,0
 36 months,0.0788,281.53,0.0155,MORTGAGE,major purchase,Verified,Fully Paid,36.0,0.0788,0
 36 months,0.0603,438.28,0.2702,MORTGAGE,major purchase,Verified,Fully Paid,36.0,0.0603,0
 36 months,0.0579,354.83,0.0319,MORTGAGE,major purchase,Verified,Fully Paid,36.0,0.0579,0
 36 months,0.0714,297.04,0.0365,MORTGAGE,major purchase,Verified,Fully Paid,36.0,0.0714,0
 36 months,0.0654,377.21,0.0,MORTGAGE,major purchase,Verified,Fully Paid,36.0,0.0654,0
 36 months,0.0599,292.01,0.0056,MORTGAGE,major purchase,Verified,Fully Paid,36.0,0.0599,0
 36 months,0.0603,91.31,0.0124,MORTGAGE,major purchase,Verified,Fully Paid,36.0,0.0603,0
 36 months,0.0859,284.5,0.0483,MORTGAGE,major purchase,Verified,Fully Paid,36.0,0.0859,0
 36 months,0.0751,186.67,0.2138,MORTGAGE,major purchase,Verified,Fully Paid,36.0,0.0751,0
 36 months,0.0699,638.29,0.0827,MORTGAGE,major purchase,Verified,Fully Paid,36.0,0.0699,0
 36 months,0.0714,216.59,0.1315,MORTGAGE,major purchase,Verified,Fully Paid,36.0,0.0714,0
 36 months,0.0617,182.24,0.0833,MORTGAGE,major purchase,Verified,Fully Paid,36.0,0.0617,0
 36 months,0.0749,435.43,0.0121,MORTGAGE,major purchase,Verified,Fully Paid,36.0,0.0749,0
 36 months,0.0676,192.3,0.0377,MORTGAGE,major purchase,Verified,Fully Paid,36.0,0.0676,0
 36 months,0.079,938.71,0.0303,MORTGAGE,major purchase,Verified,Fully Paid,36.0,0.079,0
 36 months,0.0788,375.38,0.106,MORTGAGE,major purchase,Verified,Fully Paid,36.0,0.0788,0
 36 months,0.0542,301.6,0.2698,MORTGAGE,major purchase,Verified,Fully Paid,36.0,0.0542,0
 36 months,0.0579,109.18,0.0492,MORTGAGE,major purchase,Verified,Fully Paid,36.0,0.0579,0
 36 months,0.0654,230.01,0.0864,MORTGAGE,major purchase,Verified,Fully Paid,36.0,0.0654,0
 36 months,0.089,95.26,0.1778,MORTGAGE,major purchase,Verified,Fully Paid,36.0,0.089,0
 36 months,0.0542,506.69,0.0498,MORTGAGE,major purchase,Verified,Fully Paid,36.0,0.0542,0
 36 months,0.0617,369.04,0.0041,MORTGAGE,major purchase,Verified,Fully Paid,36.0,0.0617,0
 36 months,0.089,228.63,0.2448,MORTGAGE,major purchase,Verified,Fully Paid,36.0,0.089,0
 36 months,0.0542,180.96,0.1723,MORTGAGE,major purchase,Verified,Fully Paid,36.0,0.0542,0
 36 months,0.0579,136.48,0.0758,MORTGAGE,major purchase,Verified,Fully Paid,36.0,0.0579,0
 36 months,0.0579,181.97,0.0168,MORTGAGE,major purchase,Verified,Fully Paid,36.0,0.0579,0
 36 months,0.08,235.03,0.0092,MORTGAGE,major purchase,Verified,Fully Paid,36.0,0.08,0
 36 months,0.0751,102.67,0.1126,MORTGAGE,major purchase,Verified,Fully Paid,36.0,0.0751,0
 36 months,0.0751,186.67,0.2773,MORTGAGE,major purchase,Verified,Fully Paid,36.0,0.0751,0
 36 months,0.0749,777.55,0.1028,MORTGAGE,major purchase,Verified,Fully Paid,36.0,0.0749,0
 36 months,0.0729,186.06,0.1257,MORTGAGE,major purchase,Verified,Fully Paid,36.0,0.0729,0
 36 months,0.089,476.3,0.086,MORTGAGE,major purchase,Verified,Fully Paid,36.0,0.089,0
 36 months,0.0579,151.64,0.0053,MORTGAGE,major purchase,Verified,Fully Paid,36.0,0.0579,0
 36 months,0.0599,45.63,0.01,MORTGAGE,major purchase,Verified,Fully Paid,36.0,0.0599,0
 36 months,0.0599,90.5,0.2744,MORTGAGE,major purchase,Verified,Fully Paid,36.0,0.0599,0
 36 months,0.0692,77.11,0.0168,MORTGAGE,major purchase,Verified,Fully Paid,36.0,0.0692,0
 36 months,0.0932,159.74,0.0769,MORTGAGE,major purchase,Verified,Fully Paid,36.0,0.0932,0
 36 months,0.0751,93.34,0.1507,MORTGAGE,major purchase,Verified,Fully Paid,36.0,0.0751,0
 36 months,0.0849,315.63,0.0698,MORTGAGE,major purchase,Verified,Fully Paid,36.0,0.0849,0
 36 months,0.0714,123.77,0.2109,MORTGAGE,major purchase,Verified,Fully Paid,36.0,0.0714,0
 36 months,0.0714,77.36,0.1872,MORTGAGE,major purchase,Verified,Fully Paid,36.0,0.0714,0
 36 months,0.0749,186.61,0.1429,MORTGAGE,major purchase,Verified,Fully Paid,36.0,0.0749,0
 36 months,0.0599,304.18,0.0621,MORTGAGE,major purchase,Verified,Fully Paid,36.0,0.0599,0
 36 months,0.0729,372.12,0.069,MORTGAGE,major purchase,Verified,Fully Paid,36.0,0.0729,0
 36 months,0.0542,180.96,0.0544,MORTGAGE,major purchase,Verified,Fully Paid,36.0,0.0542,0
 36 months,0.0662,337.75,0.0479,MORTGAGE,major purchase,Verified,Fully Paid,36.0,0.0662,0
 36 months,0.074,83.86,0.0018,MORTGAGE,major purchase,Verified,Fully Paid,36.0,0.074,0
 36 months,0.0599,304.18,0.0472,MORTGAGE,major purchase,Verified,Fully Paid,36.0,0.0599,0
 36 months,0.0714,247.53,0.0789,MORTGAGE,major purchase,Verified,Fully Paid,36.0,0.0714,0
 36 months,0.0692,246.73,0.0804,MORTGAGE,major purchase,Verified,Fully Paid,36.0,0.0692,0
 36 months,0.079,250.33,0.0529,MORTGAGE,major purchase,Verified,Fully Paid,36.0,0.079,0
 36 months,0.0751,252.0,0.0561,MORTGAGE,major purchase,Verified,Fully Paid,36.0,0.0751,0
 36 months,0.0617,198.25,0.0346,MORTGAGE,major purchase,Verified,Fully Paid,36.0,0.0617,0
 36 months,0.0729,465.15,0.0014,MORTGAGE,major purchase,Verified,Fully Paid,36.0,0.0729,0
 36 months,0.0692,200.47,0.0689,MORTGAGE,major purchase,Verified,Fully Paid,36.0,0.0692,0
 36 months,0.0963,256.76,0.1053,MORTGAGE,major purchase,Verified,Fully Paid,36.0,0.0963,0
 36 months,0.08,125.35,0.1419,MORTGAGE,major purchase,Verified,Fully Paid,36.0,0.08,0
 36 months,0.0617,187.57,0.1592,MORTGAGE,major purchase,Verified,Fully Paid,36.0,0.0617,0
 36 months,0.0579,197.13,0.1614,MORTGAGE,major purchase,Verified,Fully Paid,36.0,0.0579,0
 36 months,0.0676,292.3,0.1473,MORTGAGE,major purchase,Verified,Fully Paid,36.0,0.0676,0
 36 months,0.0676,246.14,0.046,MORTGAGE,major purchase,Verified,Fully Paid,36.0,0.0676,0
 36 months,0.0714,278.48,0.0831,MORTGAGE,major purchase,Verified,Fully Paid,36.0,0.0714,0
 36 months,0.0751,31.12,0.0667,MORTGAGE,major purchase,Verified,Fully Paid,36.0,0.0751,0
 36 months,0.1189,530.63,0.0523,MORTGAGE,major purchase,Verified,Fully Paid,36.0,0.1189,0
 36 months,0.1059,670.43,0.094,MORTGAGE,major purchase,Verified,Fully Paid,36.0,0.1059,0
 36 months,0.1062,260.48,0.1905,MORTGAGE,major purchase,Verified,Fully Paid,36.0,0.1062,0
 36 months,0.1099,458.28,0.1283,MORTGAGE,major purchase,Verified,Fully Paid,36.0,0.1099,0
 36 months,0.0999,612.99,0.0745,MORTGAGE,major purchase,Verified,Fully Paid,36.0,0.0999,0
 36 months,0.1199,332.1,0.0039,MORTGAGE,major purchase,Verified,Fully Paid,36.0,0.1199,0
 36 months,0.1062,789.58,0.0088,MORTGAGE,major purchase,Verified,Fully Paid,36.0,0.1062,0
 36 months,0.1008,587.14,0.0451,MORTGAGE,major purchase,Verified,Fully Paid,36.0,0.1008,0
 36 months,0.1062,358.16,0.0066,MORTGAGE,major purchase,Verified,Fully Paid,36.0,0.1062,0
 36 months,0.1186,708.53,0.0565,MORTGAGE,major purchase,Verified,Fully Paid,36.0,0.1186,0
 36 months,0.0962,80.23,0.1643,MORTGAGE,major purchase,Verified,Fully Paid,36.0,0.0962,0
 36 months,0.0963,320.94,0.137,MORTGAGE,major purchase,Verified,Fully Paid,36.0,0.0963,0
 36 months,0.1062,789.58,0.0837,MORTGAGE,major purchase,Verified,Fully Paid,36.0,0.1062,0
 36 months,0.1099,654.68,0.1055,MORTGAGE,major purchase,Verified,Fully Paid,36.0,0.1099,0
 36 months,0.0999,806.57,0.1431,MORTGAGE,major purchase,Verified,Fully Paid,36.0,0.0999,0
 36 months,0.0963,590.53,0.0368,MORTGAGE,major purchase,Verified,Fully Paid,36.0,0.0963,0
 36 months,0.0999,806.57,0.0287,MORTGAGE,major purchase,Verified,Fully Paid,36.0,0.0999,0
 36 months,0.1149,207.72,0.1048,MORTGAGE,major purchase,Verified,Fully Paid,36.0,0.1149,0
 36 months,0.1111,1147.68,0.1135,MORTGAGE,major purchase,Verified,Fully Paid,36.0,0.1111,0
 36 months,0.1186,265.18,0.123,MORTGAGE,major purchase,Verified,Fully Paid,36.0,0.1186,0
 36 months,0.1038,324.46,0.1407,MORTGAGE,major purchase,Verified,Fully Paid,36.0,0.1038,0
 36 months,0.1171,476.3,0.1223,MORTGAGE,major purchase,Verified,Fully Paid,36.0,0.1171,0
 36 months,0.1218,466.2,0.1665,MORTGAGE,major purchase,Verified,Fully Paid,36.0,0.1218,0
 36 months,0.1036,77.85,0.1861,MORTGAGE,major purchase,Verified,Fully Paid,36.0,0.1036,0
 36 months,0.1065,289.09,0.2375,MORTGAGE,major purchase,Verified,Fully Paid,36.0,0.1065,0
 36 months,0.1,484.01,0.2477,MORTGAGE,major purchase,Verified,Fully Paid,36.0,0.1,0
 36 months,0.1199,332.1,0.1795,MORTGAGE,major purchase,Verified,Fully Paid,36.0,0.1199,0
 36 months,0.1148,725.31,0.0333,MORTGAGE,major purchase,Verified,Fully Paid,36.0,0.1148,0
 36 months,0.1059,331.96,0.2413,MORTGAGE,major purchase,Verified,Fully Paid,36.0,0.1059,0
 36 months,0.1183,497.01,0.0853,MORTGAGE,major purchase,Verified,Fully Paid,36.0,0.1183,0
 36 months,0.1095,245.36,0.1472,MORTGAGE,major purchase,Verified,Fully Paid,36.0,0.1095,0
 36 months,0.1149,184.64,0.0598,MORTGAGE,major purchase,Verified,Fully Paid,36.0,0.1149,0
 36 months,0.0991,412.48,0.0074,MORTGAGE,major purchase,Verified,Fully Paid,36.0,0.0991,0
 36 months,0.1149,39.57,0.2054,MORTGAGE,major purchase,Verified,Fully Paid,36.0,0.1149,0
 36 months,0.1186,248.61,0.2195,MORTGAGE,major purchase,Verified,Fully Paid,36.0,0.1186,0
 36 months,0.1149,329.72,0.0999,MORTGAGE,major purchase,Verified,Fully Paid,36.0,0.1149,0
 36 months,0.1186,248.61,0.1259,MORTGAGE,major purchase,Verified,Fully Paid,36.0,0.1186,0
 36 months,0.1148,494.53,0.0066,MORTGAGE,major purchase,Verified,Fully Paid,36.0,0.1148,0
 36 months,0.1062,716.32,0.0534,MORTGAGE,major purchase,Verified,Fully Paid,36.0,0.1062,0
 36 months,0.1299,117.92,0.1004,MORTGAGE,major purchase,Verified,Fully Paid,36.0,0.1299,0
 36 months,0.1323,121.7,0.1754,MORTGAGE,major purchase,Verified,Fully Paid,36.0,0.1323,0
 36 months,0.1335,220.11,0.2237,MORTGAGE,major purchase,Verified,Fully Paid,36.0,0.1335,0
 36 months,0.1398,521.07,0.129,MORTGAGE,major purchase,Verified,Fully Paid,36.0,0.1398,0
 36 months,0.1472,345.29,0.0863,MORTGAGE,major purchase,Verified,Fully Paid,36.0,0.1472,0
 36 months,0.1348,678.49,0.1207,MORTGAGE,major purchase,Verified,Fully Paid,36.0,0.1348,0
 36 months,0.1268,150.94,0.1171,MORTGAGE,major purchase,Verified,Fully Paid,36.0,0.1268,0
 36 months,0.1465,344.95,0.1925,MORTGAGE,major purchase,Verified,Fully Paid,36.0,0.1465,0
 36 months,0.1253,180.72,0.0665,MORTGAGE,major purchase,Verified,Fully Paid,36.0,0.1253,0
